,substanceBXH,geneSymbol,LocusLinkID,moduleColor,GS.Factor,p.GS.Factor,MM.grey,p.MM.grey,MM.blue,p.MM.blue,MM.brown,p.MM.brown,MM.greenyellow,p.MM.greenyellow,MM.pink,p.MM.pink,MM.salmon,p.MM.salmon,MM.tan,p.MM.tan,MM.magenta,p.MM.magenta,MM.black,p.MM.black,MM.green,p.MM.green,MM.turquoise,p.MM.turquoise
CDC42SE1,CDC42SE1,CDC42SE1,56882,brown,-0.455233744,2.20836E-05,-0.323757671,0.00339462,-0.336852888,0.00224829,-0.550841776,1.19533E-07,0.114763015,0.310740066,0.410495543,0.000155622,-0.256213827,0.021789644,-0.275749253,0.013295239,0.256067453,0.021867657,0.665610864,1.62893E-11,-0.136887175,0.225973715,0.268834585,0.015897718
SMC1A,SMC1A,SMC1A,8243,brown,-0.454966595,2.23611E-05,-0.429386316,7.05375E-05,-0.422632514,9.41073E-05,-0.752995383,7.88139E-16,0.28450059,0.010536973,0.584804105,1.22606E-08,-0.268258932,0.016132948,-0.210704266,0.060647539,0.38765662,0.000381253,0.322101,0.003571772,-0.13966122,0.216617048,0.447287381,3.18775E-05
FABP2,FABP2,FABP2,2169,brown,0.454904877,2.24257E-05,0.465768973,1.33819E-05,0.416147373,0.000123418,0.620613188,8.22434E-10,-0.395298852,0.000284515,-0.434435219,5.66342E-05,0.367089561,0.000809801,0.364700611,0.000881067,-0.434580829,5.62739E-05,-0.3158394,0.004318162,0.13576354,0.229842998,-0.18417459,0.101964354
RNF38,RNF38,RNF38,152006,brown,-0.452229803,2.5398E-05,-0.351502536,0.001388013,-0.333168205,0.002529189,-0.637184805,2.09008E-10,0.191003348,0.089666063,0.315395336,0.004376015,-0.212774405,0.058102968,-0.370971506,0.000705109,0.46511405,1.38119E-05,0.517285783,8.96447E-07,-0.268454093,0.016052865,0.079245465,0.484716006
GUF1,GUF1,GUF1,60558,brown,0.451481004,2.62935E-05,0.451598641,2.61509E-05,0.346752355,0.001627065,0.580204527,1.69469E-08,-0.422239226,9.56825E-05,-0.505487588,1.7318E-06,0.359123821,0.001070128,0.10140287,0.370781567,-0.340485834,0.001999103,-0.238718599,0.032966241,0.155714744,0.167813221,-0.296434761,0.007586003
FRY,FRY,FRY,10129,brown,-0.449188114,2.92222E-05,-0.418621865,0.00011136,-0.404789469,0.000195853,-0.628484182,4.33431E-10,0.290709622,0.008896083,0.570344516,3.33607E-08,-0.396499336,0.000271556,-0.127716941,0.258903291,0.262113767,0.01883685,0.220603673,0.049254362,-0.046847134,0.67986633,0.461337176,1.65542E-05
UPF3A,UPF3A,UPF3A,NA,brown,-0.448254675,3.04993E-05,-0.34910476,0.001504393,-0.347825334,0.001570034,-0.576061491,2.25874E-08,0.223779422,0.045996471,0.441597953,4.123E-05,-0.307224108,0.005570825,-0.18318672,0.103847541,0.272474352,0.014477762,0.219387401,0.050551346,0.109507688,0.333562427,0.369056383,0.00075511
CD40LG,CD40LG,CD40LG,959,brown,0.448217792,3.05508E-05,0.346027472,0.001666645,0.260968096,0.019381753,0.645757616,9.95702E-11,-0.270753565,0.015134794,-0.237489632,0.033905855,0.210989421,0.060291748,0.257422884,0.02115429,-0.690240664,1.41145E-12,-0.242691059,0.030077271,0.419358742,0.000107986,-0.040954736,0.718326338
RAB36,RAB36,RAB36,9609,brown,0.446628796,3.28488E-05,0.287200914,0.009793449,0.256821997,0.021468047,0.660795903,2.5586E-11,-0.128322925,0.256631631,-0.315611763,0.004347733,0.17624703,0.117850368,0.195295821,0.082555677,-0.472992431,9.40057E-06,-0.438571779,4.71886E-05,0.182592577,0.104993148,-0.221931053,0.04787027
DPF1,DPF1,DPF1,8193,brown,0.446192981,3.35066E-05,0.418155549,0.000113546,0.381865029,0.000473711,0.569259625,3.58933E-08,-0.35961048,0.001052272,-0.416725666,0.000120497,0.278264156,0.012444868,0.313784904,0.004591647,-0.40594804,0.000186982,-0.189585942,0.092117334,0.115611916,0.307150683,-0.199159858,0.076545248
RTL10,RTL10,RTL10,NA,brown,0.445157186,3.51196E-05,0.466794359,1.27338E-05,0.476880546,7.74738E-06,0.64449893,1.11185E-10,-0.336404982,0.002280869,-0.4084846,0.000168837,0.530231362,4.22767E-07,0.482397342,5.86403E-06,-0.380519953,0.00049793,-0.368470041,0.000771051,0.19636855,0.080850648,-0.084443296,0.45643595
NPPB,NPPB,NPPB,4879,brown,0.444642436,3.59478E-05,0.324244326,0.003344092,0.340921079,0.001970981,0.519818974,7.75728E-07,-0.143372881,0.204530323,-0.431355023,6.47773E-05,0.115439832,0.307876115,0.126928652,0.26187875,-0.227125412,0.042758587,-0.359807763,0.001045111,-0.087810027,0.438615316,-0.409007233,0.000165306
APTX,APTX,APTX,54840,brown,-0.444084458,3.68661E-05,-0.404621762,0.000197169,-0.403934614,0.000202646,-0.587435375,1.0165E-08,0.332745195,0.002563372,0.44248536,3.96202E-05,-0.389186663,0.000359758,-0.200902227,0.073952035,0.350555751,0.001432957,0.17730267,0.115631304,-0.224872939,0.044916718,0.310530278,0.005056438
CNDP2,CNDP2,CNDP2,55748,brown,0.442370823,3.98246E-05,0.499398746,2.40962E-06,0.534248765,3.32671E-07,0.461214607,1.66512E-05,-0.404532511,0.000197873,-0.458417728,1.90141E-05,0.573260626,2.73683E-08,0.442541807,3.95198E-05,-0.114004348,0.313970795,-0.16448634,0.14483861,-0.132242285,0.24226701,-0.096325772,0.395334481
BMS1,BMS1,BMS1,9790,brown,0.440283026,4.37275E-05,0.429895073,6.9005E-05,0.402517346,0.000214387,0.516484347,9.38193E-07,-0.396621823,0.000270264,-0.456728663,2.0589E-05,0.40747686,0.000175842,0.146732859,0.194010621,-0.358950872,0.001076539,-0.11107066,0.326666774,0.181260314,0.107597715,-0.303916057,0.006131312
TNN,TNN,TNN,63923,brown,0.440077,4.41313E-05,0.344979345,0.001725411,0.317272176,0.004136106,0.491984921,3.57214E-06,-0.268269679,0.016128529,-0.307804285,0.005477342,0.36220061,0.000961707,0.22144367,0.048374706,-0.376908203,0.000568667,-0.136077735,0.22875643,-0.122883741,0.277510345,-0.17405055,0.122572455
P3H4,P3H4,P3H4,10609,brown,0.439874623,4.45313E-05,0.266310339,0.016951607,0.307456487,0.005533214,0.440250368,4.37913E-05,-0.018524216,0.870446046,-0.403813314,0.000203627,0.063435389,0.576150052,0.122099667,0.280611036,-0.017551476,0.877194747,-0.471085968,1.03269E-05,-0.041639221,0.713820354,-0.396257707,0.00027412
PPP2CA,PPP2CA,PPP2CA,5515,brown,-0.439558061,4.51639E-05,-0.314858229,0.00444691,-0.273650161,0.014043129,-0.716371651,7.9695E-14,0.132578929,0.241059595,0.267794857,0.016324763,-0.227884404,0.042051039,-0.358766136,0.001083426,0.564346006,4.98332E-08,0.301114998,0.006644241,-0.117498289,0.299271362,0.069761077,0.538626298
RCBTB2,RCBTB2,RCBTB2,1102,brown,-0.43797203,4.84607E-05,-0.367467498,0.00079902,-0.313641733,0.004611267,-0.49100817,3.75974E-06,0.338788654,0.002112242,0.278935875,0.012225891,-0.350303712,0.001445141,-0.179838994,0.110431416,0.539955955,2.35401E-07,0.005766483,0.959512258,-0.424142084,8.82811E-05,0.220950966,0.048889089
TNFRSF13B,TNFRSF13B,TNFRSF13B,23495,brown,0.435813931,5.33067E-05,0.446259776,3.3405E-05,0.440501207,4.33036E-05,0.694986758,8.56656E-13,-0.325126448,0.003254215,-0.496274117,2.84772E-06,0.265866986,0.017142785,0.341343451,0.001944032,-0.423774684,8.96675E-05,-0.385380975,0.000415406,0.288166739,0.009538872,-0.2282085,0.041751885
SOSTDC1,SOSTDC1,SOSTDC1,NA,brown,0.435394689,5.42988E-05,0.375630232,0.000595817,0.330885524,0.002718616,0.464287489,1.4373E-05,-0.327628861,0.003010877,-0.496969748,2.74415E-06,0.119562833,0.290800759,-0.023652558,0.835030288,-0.173098518,0.12466365,-0.190105814,0.091212207,0.240058061,0.031967139,-0.393983666,0.000299364
C2orf49,C2orf49,C2orf49,79074,brown,0.434457405,5.65792E-05,0.468095464,1.19537E-05,0.468272368,1.18511E-05,0.46345492,1.49596E-05,-0.423704129,8.9936E-05,-0.52766515,4.91914E-07,0.216186224,0.054099546,0.191580548,0.088682727,-0.156947105,0.164432592,-0.365616998,0.000853082,0.211129433,0.060117675,-0.324989585,0.003268016
CDX4,CDX4,CDX4,1046,brown,0.432644697,6.12439E-05,0.267280408,0.016539691,0.25397418,0.023009642,0.603660737,3.08106E-09,-0.049877947,0.660390364,-0.334589816,0.002417285,0.158443564,0.160395435,0.156668591,0.165192181,-0.376362101,0.000580128,-0.525410529,5.61362E-07,0.23088952,0.039344304,-0.254304605,0.022826073
CYP11B2,CYP11B2,CYP11B2,1585,brown,0.42978797,6.93251E-05,0.538644429,2.55019E-07,0.525191912,5.68568E-07,0.60248697,3.36649E-09,-0.462966124,1.53144E-05,-0.535753713,3.03861E-07,0.416373665,0.000122267,0.364751246,0.000879499,-0.290724616,0.008892408,-0.139546916,0.216997101,-0.02590039,0.819605522,-0.247776252,0.026693099
ASAH1,ASAH1,ASAH1,427,brown,-0.426509678,7.98126E-05,-0.330613463,0.00274202,-0.255355778,0.022250362,-0.53770069,2.70082E-07,0.310733416,0.005026252,0.16365561,0.146907385,-0.280153263,0.011837551,-0.197265101,0.079447254,0.67490272,6.65433E-12,0.085659531,0.449952617,-0.574471518,2.51939E-08,0.058519126,0.606123003
DNASE1L2,DNASE1L2,DNASE1L2,1775,brown,0.424717937,8.6148E-05,0.377173206,0.000563181,0.409549476,0.000161715,0.709475365,1.75447E-13,-0.185185943,0.100064122,-0.529442398,4.42981E-07,0.303755939,0.006159661,0.242347769,0.030318204,-0.365102113,0.000868704,-0.395824823,0.000278769,0.25033637,0.025115162,-0.417975813,0.000114399
EFCAB2,EFCAB2,EFCAB2,84288,brown,0.424597114,8.65916E-05,0.312148214,0.004820412,0.326127165,0.003154871,0.65781053,3.37137E-11,-0.120913457,0.285345712,-0.454710885,2.26298E-05,0.204874592,0.068302881,0.149044035,0.187004354,-0.330015593,0.002794087,-0.363812464,0.000908983,0.241625175,0.030830661,-0.379440923,0.000518171
IL10,IL10,IL10,3586,brown,0.424500548,8.69476E-05,0.46243609,1.57079E-05,0.420417812,0.000103302,0.533567833,3.46539E-07,-0.401859515,0.000220047,-0.392115878,0.000321676,0.491542572,3.65598E-06,0.29081463,0.008870375,-0.406005506,0.000186552,-0.091153627,0.421311945,0.260502216,0.019607166,-0.172839653,0.125236952
PARP16,PARP16,PARP16,54956,brown,0.424483336,8.70112E-05,0.471324567,1.02064E-05,0.417927237,0.00011463,0.660966753,2.51828E-11,-0.428708254,7.26289E-05,-0.361336038,0.000991118,0.495503114,2.96681E-06,0.406628771,0.000181944,-0.545136404,1.71018E-07,-0.110863551,0.327575259,0.222123806,0.047671974,-0.026862184,0.81302612
PLXDC2,PLXDC2,PLXDC2,84898,brown,-0.424431183,8.72042E-05,-0.393095451,0.000309791,-0.384976534,0.000421761,-0.444615926,3.5991E-05,0.334699334,0.002408851,0.249195362,0.025808364,-0.295981533,0.007683151,-0.386990655,0.000390971,0.482550079,5.81859E-06,0.22839693,0.041578769,-0.37469137,0.000616511,-3.30606E-05,0.999767776
NPL,NPL,NPL,80896,brown,-0.424110314,8.84002E-05,-0.28879951,0.009375237,-0.168849487,0.13433088,-0.41263719,0.000142602,0.277523813,0.012690154,0.0126379,0.911408427,-0.410088692,0.000158216,-0.146352299,0.195182159,0.666976986,1.43089E-11,-0.058529762,0.606057424,-0.53348745,3.48211E-07,-0.102803769,0.36417385
GOLPH3,GOLPH3,GOLPH3,64083,brown,-0.42343354,9.09728E-05,-0.334666922,0.002411345,-0.28584687,0.010160343,-0.648643587,7.71653E-11,0.22706533,0.042815016,0.419262484,0.000108421,-0.208228455,0.063808884,-0.154778949,0.170414294,0.474024837,8.93202E-06,0.313686444,0.004605132,-0.260124245,0.019791691,0.285210534,0.010336872
CARD10,CARD10,CARD10,29775,brown,0.422765633,9.35795E-05,0.492833427,3.41634E-06,0.49558363,2.95416E-06,0.541970666,2.08026E-07,-0.472216827,9.7676E-06,-0.464398537,1.42964E-05,0.430394529,6.75307E-05,0.37461666,0.000618186,-0.314140839,0.004543193,-0.236960685,0.034317121,0.002173894,0.984731097,-0.145917053,0.196528271
CLCN4,CLCN4,CLCN4,1183,brown,0.421438889,9.89639E-05,0.336713376,0.002258392,0.298639429,0.007128678,0.493753562,3.25463E-06,-0.285734697,0.010191269,-0.421180749,0.000100044,0.172658914,0.125638426,0.009690134,0.932015656,-0.314676449,0.004471134,-0.227629639,0.042287445,0.14958769,0.18538324,-0.370300113,0.000722283
LATS1,LATS1,LATS1,9113,brown,-0.420834418,0.000101511,-0.461945951,1.60803E-05,-0.530557872,4.1466E-07,-0.48900474,4.17387E-06,0.265239772,0.017416414,0.402508818,0.00021446,-0.343801991,0.001793646,-0.576321174,2.21869E-08,0.136358698,0.227787831,0.365636351,0.0008525,0.046084578,0.684800299,0.095203191,0.400890535
TMEM104,TMEM104,TMEM104,54868,brown,0.419986059,0.000105188,0.37993587,0.000508795,0.349845238,0.001467545,0.561650061,5.9529E-08,-0.208748669,0.063133782,-0.156789392,0.164862405,0.269611983,0.015584744,0.52792778,4.84374E-07,-0.538476891,2.57633E-07,-0.247317139,0.026984773,0.022090953,0.845783252,0.186523019,0.097594524
THBS4,THBS4,THBS4,7060,brown,0.419469011,0.000107489,0.330980574,0.002710482,0.297423435,0.007377822,0.623101723,6.7296E-10,-0.224149261,0.045628913,-0.310324043,0.005087248,0.264348894,0.017811518,0.208516904,0.063433834,-0.513754428,1.09458E-06,-0.229798801,0.040309454,0.475677768,8.22715E-06,-0.164564261,0.144645689
COX7A1,COX7A1,COX7A1,NA,brown,0.415523571,0.000126643,0.384719561,0.000425845,0.364544465,0.000885917,0.673129173,7.91397E-12,-0.248546159,0.02620997,-0.342610677,0.001865156,0.400455754,0.000232588,0.381180824,0.000485893,-0.440024502,4.42347E-05,-0.331726969,0.002647359,0.090451649,0.424911791,-0.057673841,0.611344584
POMT1,POMT1,POMT1,10585,brown,0.415486064,0.000126839,0.347277592,0.001598918,0.334974856,0.002387751,0.678719384,4.56361E-12,-0.163303456,0.147791014,-0.314012578,0.004560601,0.279740064,0.011968139,0.385671116,0.000410901,-0.440721785,4.28789E-05,-0.399680786,0.000239789,-0.095164295,0.401083864,-0.111834955,0.323328095
FOXO4,FOXO4,FOXO4,4303,brown,0.414454246,0.000132352,0.443140319,3.84698E-05,0.395508743,0.000282209,0.568656032,3.73804E-08,-0.360136981,0.00103326,-0.303954615,0.006124502,0.345758309,0.001681562,0.460739814,1.7032E-05,-0.476128479,8.04419E-06,-0.332451124,0.002587379,0.087393187,0.44080021,-0.008162347,0.942714583
DHX29,DHX29,DHX29,54505,brown,-0.413557959,0.00013732,-0.319013797,0.003924023,-0.267948078,0.016261216,-0.683811362,2.73484E-12,0.18685619,0.096986648,0.271174265,0.014971829,-0.193305754,0.085794349,-0.297648469,0.007331145,0.635842054,2.3426E-10,0.17843105,0.1132951,-0.196543976,0.080574506,0.128513837,0.255918776
OTOR,OTOR,OTOR,56914,brown,0.413126597,0.000139771,0.452214813,2.54156E-05,0.488055078,4.38481E-06,0.6648725,1.74665E-11,-0.329106639,0.002874943,-0.532194547,3.76188E-07,0.360379478,0.001024608,0.42629241,8.05571E-05,-0.304171112,0.006086391,-0.415290842,0.000127866,-0.006415203,0.954961962,-0.274892678,0.013596154
ACTR5,ACTR5,ACTR5,NA,brown,0.409549382,0.000161716,0.293671025,0.008195589,0.286335534,0.010026573,0.555642647,8.79692E-08,-0.137329254,0.224463968,-0.317701268,0.004082928,0.092281202,0.415566462,0.239430002,0.032432392,-0.415593779,0.000126276,-0.242541432,0.030182086,0.142993333,0.205743734,-0.227009316,0.04286768
MARCHF8,MARCHF8,MARCHF8,220972,brown,-0.40867956,0.000167512,-0.312418153,0.004781999,-0.337230031,0.002221182,-0.548909149,1.35053E-07,0.140099558,0.215163952,0.311919864,0.00485312,-0.073859403,0.514974438,-0.409801507,0.000160071,0.275507549,0.013379559,0.513461344,1.11276E-06,-0.025342225,0.823429542,0.06249759,0.581814307
NPR2,NPR2,NPR2,4882,brown,0.408678373,0.00016752,0.371790028,0.000684673,0.403169446,0.000208909,0.560194229,6.54844E-08,-0.224208464,0.045570302,-0.463133976,1.51917E-05,0.303731019,0.006164084,0.272203526,0.014579505,-0.157104115,0.16400552,-0.412512493,0.000143332,-0.043064054,0.704472126,-0.267782113,0.016330058
ZNF132,ZNF132,ZNF132,7691,brown,0.408158291,0.000171077,0.484398311,5.29424E-06,0.457840624,1.95391E-05,0.476153668,8.03408E-06,-0.475462471,8.31591E-06,-0.377348333,0.000559582,0.638946867,1.798E-10,0.337603835,0.002194605,-0.303883461,0.006137073,-0.049902178,0.660235545,0.113321916,0.316895322,-0.055228617,0.626558197
BRF1,BRF1,BRF1,2972,brown,0.408047947,0.00017184,0.394178399,0.000297121,0.374275695,0.000625881,0.664712009,1.7733E-11,-0.320226061,0.003782174,-0.261958513,0.018909913,0.1937762,0.085019794,0.46915076,1.1354E-05,-0.57112832,3.16377E-08,-0.245139944,0.02840494,0.24513702,0.028406889,0.046943754,0.679242125
BMPR1B,BMPR1B,BMPR1B,658,brown,0.407422537,0.000176227,0.351501124,0.001388079,0.307959415,0.005452582,0.648280165,7.96944E-11,-0.255611786,0.02211204,-0.37531589,0.000602674,0.358894256,0.001078645,0.159938772,0.156435495,-0.433130676,5.99595E-05,-0.190644383,0.090281936,0.214166138,0.056441696,-0.215207109,0.055224631
ROBO4,ROBO4,ROBO4,54538,brown,0.406071378,0.00018606,0.369905679,0.00073255,0.39656167,0.000270898,0.661535517,2.38842E-11,-0.231436079,0.038867951,-0.498905195,2.47432E-06,0.313298,0.004658674,0.22898719,0.041040334,-0.261302945,0.019221113,-0.356113682,0.001186811,0.042143307,0.710508178,-0.345269324,0.001708969
HIF3A,HIF3A,HIF3A,64344,brown,0.405152498,0.000193033,0.486267396,4.80932E-06,0.47197915,9.88274E-06,0.534477859,3.28124E-07,-0.492258573,3.52118E-06,-0.334126642,0.002453247,0.301212004,0.006625864,0.571328721,3.12109E-08,-0.331925102,0.002630825,-0.337693322,0.002188285,-0.071394545,0.529135731,0.068098211,0.548372864
BRME1,BRME1,BRME1,79173,brown,0.404667561,0.000196809,0.440562172,4.31858E-05,0.370136154,0.000726535,0.598661829,4.48225E-09,-0.451212944,2.66212E-05,-0.290479411,0.008952671,0.319846129,0.003826131,0.392850616,0.000312723,-0.546923803,1.52975E-07,-0.088949207,0.432675469,0.173653947,0.123440327,0.069654223,0.539250027
ERBIN,ERBIN,ERBIN,55914,brown,-0.40463666,0.000197052,-0.336038425,0.002307847,-0.26226061,0.018767967,-0.531803711,3.85056E-07,0.256444012,0.021667444,0.196230539,0.081068421,-0.216105176,0.054191959,-0.354118042,0.0012704,0.556287286,8.439E-08,0.230252048,0.039906023,-0.371312283,0.000696534,-0.050722603,0.655001882
TGIF1,TGIF1,TGIF1,7050,brown,-0.403970877,0.000202354,-0.287877455,0.009614509,-0.164837261,0.143971312,-0.461382566,1.65185E-05,0.255921492,0.021945687,0.19344377,0.085566537,-0.359367959,0.001061136,-0.014866045,0.895869866,0.595925542,5.48821E-09,-0.049641138,0.661904211,-0.374548378,0.00061972,0.185554729,0.099378141
LARP4B,LARP4B,LARP4B,23185,brown,-0.403620297,0.000205198,-0.310411728,0.005074128,-0.272570994,0.014441606,-0.504623902,1.81558E-06,0.119875432,0.289532123,0.353025481,0.001318386,-0.072807004,0.520997056,-0.206147792,0.066567717,0.238538121,0.033102842,0.288850663,0.009362117,0.062895646,0.579406955,0.220618558,0.049238661
C9orf116,C9orf116,C9orf116,138162,brown,0.401762286,0.000220895,0.430368505,6.76068E-05,0.450803265,2.71293E-05,0.585791479,1.14301E-08,-0.315160477,0.004406891,-0.446730291,3.26973E-05,0.34508722,0.001719278,0.343494914,0.001811838,-0.346501303,0.001640676,-0.37684322,0.00057002,0.319431234,0.003874652,-0.241176999,0.031152153
LIPE,LIPE,LIPE,3991,brown,0.398858695,0.000247653,0.413771893,0.000136119,0.424446957,8.71457E-05,0.63372637,2.80067E-10,-0.326594966,0.003109369,-0.433885585,5.80138E-05,0.36846446,0.000771205,0.339654701,0.002053809,-0.377683969,0.000552743,-0.289988908,0.009074295,0.197056366,0.079772245,-0.188883405,0.093351717
TMEM242,TMEM242,TMEM242,729515,brown,0.398643195,0.000249753,0.365563238,0.000854701,0.35594805,0.001193554,0.619450891,9.02663E-10,-0.267109735,0.016611532,-0.454420526,2.29386E-05,0.112895687,0.318730763,0.175582121,0.119264802,-0.375058672,0.000608338,-0.371319686,0.000696349,0.327534915,0.00301971,-0.30126644,0.006615571
RCAN1,RCAN1,RCAN1,1827,brown,-0.397595495,0.000260198,-0.354804041,0.001241083,-0.329012829,0.002883406,-0.612672077,1.54179E-09,0.232335878,0.038094201,0.479837512,6.67702E-06,-0.278777581,0.012277191,-0.127681811,0.2590354,0.322106858,0.003571132,0.130111781,0.250005047,-0.284983045,0.010400627,0.365159952,0.000866937
SMG8,SMG8,SMG8,55181,brown,-0.396939954,0.000266937,-0.236052473,0.035033022,-0.272866251,0.014331624,-0.537938187,2.66214E-07,0.000671342,0.995284402,0.390076759,0.00034777,-0.116385497,0.303903314,-0.157435506,0.163106814,0.156447529,0.165796921,0.539087771,2.4822E-07,-0.006159053,0.956758505,0.34885804,0.001516855
NRIP1,NRIP1,NRIP1,8204,brown,-0.395523507,0.000282048,-0.260135969,0.019785946,-0.200032657,0.075237295,-0.599481928,4.21677E-09,0.106991912,0.344853618,0.30878622,0.005322283,-0.031984795,0.778211683,-0.21363624,0.05706959,0.454208987,2.3166E-05,0.432961574,6.04035E-05,-0.165433227,0.142507347,0.194533775,0.083784168
GFER,GFER,GFER,NA,brown,0.391314284,0.000331712,0.304110051,0.006097118,0.294399035,0.008030983,0.581178117,1.58312E-08,-0.13655813,0.227102045,-0.356058885,0.001189038,0.127660479,0.259115646,0.174999267,0.120515381,-0.348583778,0.001530817,-0.354976478,0.001233811,0.14578225,0.196946534,-0.2559829,0.021912829
BAIAP2,BAIAP2,BAIAP2,10458,brown,0.390446693,0.000342897,0.344265232,0.001766513,0.302541524,0.006378474,0.561202014,6.13047E-08,-0.23600215,0.035073052,-0.191922588,0.088104051,0.184992935,0.10042461,0.379741794,0.000512453,-0.514318775,1.06036E-06,-0.092084027,0.416567866,0.138023975,0.22210573,0.072703558,0.521590963
TMEM161A,TMEM161A,TMEM161A,54929,brown,0.390429057,0.000343128,0.296396961,0.007594064,0.309180509,0.005261123,0.616619625,1.13059E-09,-0.112178089,0.321836301,-0.306251829,0.005730657,0.227259148,0.042633204,0.329197054,0.002866808,-0.461521416,1.64094E-05,-0.259575917,0.020062027,0.163395037,0.147560836,-0.136509131,0.227270405
EPO,EPO,EPO,2056,brown,0.390378458,0.000343791,0.390003653,0.000348741,0.389035416,0.000361832,0.633249415,2.91518E-10,-0.265154193,0.017454038,-0.393787586,0.000301638,0.174697667,0.121166438,0.38244988,0.000463521,-0.464519285,1.42135E-05,-0.226474473,0.043373242,0.219331679,0.050611432,-0.21408428,0.056538322
BMP4,BMP4,BMP4,652,brown,0.390327469,0.00034446,0.395681337,0.000280326,0.351830105,0.001372762,0.595230413,5.77615E-09,-0.343185897,0.001830313,-0.397007191,0.000266238,0.253878647,0.02306295,0.146793159,0.193825456,-0.435945497,5.29988E-05,-0.067984353,0.549043336,0.341659071,0.001924111,-0.196650507,0.080407181
